section,question,answer
Essay,Describe what the Great privilege entailed and under what circumstances it was established.,"Liberties granted by Mary of Burgundy to the States General of the Netherlands, established after her father Charles the Bold, died at the Battle of Nancy, it aimed to halt French invasion and secure internal loyalty from the Dutch provinces
Aimed to reverse aggressive centralizing policies of preceding Burgundian dukes"
Essay,Charles V was given full control over Utrecht and the Oversticht in 1528. What made Charles V able to demand that the bishop had to hand over secular authority to him?,"Combination of devastating military, financial and political circumstances that left the bishopric powerless and in need of Habsburg protection"
Essay,"In 1559, Philip began a large-scale campaign to reform the structures of the Roman Catholic Church in the Low Countries, introducing three archbishoprics and fourteen bishoprics. Mention two reasons why this reorganization led to opposition?","Encroachment on noble authority and traditional rights (seen as attempt centralization)
Fear of the Spanish Inquisition and Enhanced Persecution (tasked enforcing decrees council of Trent)"
Essay,In what way did Philip II show his low regard for the Union of Utrecht as a mere rebellion to be crushed?,"By treating the signatories as mere heretics and rebels, rather than legitimate political negotiators
This was seen in his outlawing of William of Orange, placing bounties, crushing action and refusal to accept compromise"
Essay,Margaret of Parma received from Philip II the famous “letters from the Segovia woods” in the autumn of 1565. Describe what message these letters contained and what these letters led to. Discuss the phenomenon of hedge-preaching.,"Firm rejection of any moderation regarding the persecution of Protestants  strict enforcement inquisition
Led to massive social unrest, noblemen petitioned against it
This resulted in hedge-preaching: open air Protestant religious services held outside city walls to circumvent Catholic authorities that grew in size"
Essay,How did the Act of Abjuration of July 1581 reach back to the Grand Privilege of 1477?,"By framing Philip II’s breaches of authority as violations of the traditional rights and privileges guaranteed to the provinces
When a prince breaches these pacts he becomes a tyrant, justifying his removal"
Essay,Why did the Battle of Nieuwpoort in 1600 have the chief effect of causing alienation between Johan von Oldenbarnevelt and captain-general and stadtholder Maurice of Nassau?,"Strategically pointless victory forced upon Maurice by the political strategizing Oldenbarnevelt, which nearly resulted in catastrophic defeat for the Dutch republic
Maurice wanted war to get rich, Oldenbarnevelt wanted peace to get rich"
Essay,On which two elements of Dutch society did the publication of the States Bible in 1637 have a fundamental influence?,"The Standardization of the Dutch language and Literature
The Consolidation of the Dutch Reformed Church and Cultural identity (providing a theological foundation)"
Essay,Johan van Oldenbarnevelt was convicted and beheaded for treason in May 1619. Explain the reason for this. Include the dispute between the Remonstrant party and the Contraremonstrant party.,"He was executed following a politically charged trial for treason orchestrated by his rival, Maurice, the core reason for his conviction was his struggle for the sovereignty of the province of Holland against centralizing power, exacerbated by a deep religious dispute
During the Twelve Year Truce, Oldenbarnevelt led the Remonstrants, who favoured a more tolerant, moderate interpretation of Calvinism and state control over the church. Prince Maurice supported the Contraremonstrants, strict Calvinists demanding an orthodox state church"
Essay,"In the 17th century, several cities tried to entice Jews to settle in their towns to take advantage of their lucrative trade networks. One of these cities was Amsterdam. What freedoms could Jews in Amsterdam count on?","Religious freedom and worship
Freedom of residence
Economic freedom and participation
Autonomy and self-governance
Protection rights"
Essay,in the 17th century the influence of Holland made itself felt across the expanse of the Republic. In what way were parts of the northern economy of Brabant integrated into the economy of the Republic?,"Through its role as a territorial buffer zone under federal rule
Subordination of the northern Brabant economy to the interests of the mercantile elite in Holland and Zeeland"
Essay,"What was an important reason for the fact that Johan de Witt personally taught lessons in the affairs of state to the Prince of Orange, William III?","To ensure the Prince would be educated in republican principles and remain subordinate to the States party, rather than restoring the monarchical power of the House of Orange"
Essay,Explain why the Golden Age was by no means a pleasant period to live in for everyone in the republic. Include natural and socio-economic factors.,"Elite prospered, but not everyone rich  socio-economic disparity with type of jobs and pay
Natural factors  constant threat of not enough food, rich had no issue with that"
Essay,Why did the barrier in the Austrian Netherlands lose its function as a defence line against France in the middle of the 18th century?,"Because it was overrun and rendered ineffective by French armies during the War of the Austrian Succession.
The subsequent Diplomatic revolution of 1756 made the barrier irrelevant by turning France from an enemy into an ally of Austria"
Essay,What caused the Dutch Republic to lose a large share of slave trade after 1716?,"Collapse of monopolistic trading system WIC, intense competition from British and French merchants"
Essay,The Society for the Common Good was founded in 1784. What was its vision of restoring the nation and how specifically did it intend to achieve this?,"To restore the Dutch nation by elevating the common man out of poverty, spreading enlightenment ideals and education, strengthening social cohesion"
Essay,"May of 1747, all provinces had agreed to appoint the same stadtholder. Describe the reasons for this.","Severe military and political crisis triggered by the French invasion during the War of the Austrian succession, which had revealed the weakness of the decentralized republican government
“Orange madness’ demanded the restoration of the House of Orange to save the nation"
Essay,"In 1806, the Dutch state system changed. Which state system did the Netherlands have before 1806 and what was the new state system? Name the person at the head of the new state system in 1806.","It changed from the Batavian Republic, a unitary state that was client of France into the Kingdom of Holland, under the brother of Napoleon Louis Bonaparte"
Essay,What does the term ‘Dutch Arithmetic’ mean?,"When having a vote, counting all the votes of the people that chose to abstain from voting as having agreed"
Essay,"Name one reason for the alienation between the Northern and the Southern Netherlands under King Willem I, which eventually led to the Belgian revolt and Belgian independence.","The language policies, that made it so all official business had to be conducted in Flemish rather than French"
Essay,"On first sight, the Batavian Revolution seemed successful. The Batavians emphasized equality for the law and extended the right to vote. However, their government can also be seen as a failed political experiment. Explain why.","It lacked sovereignty and stability, functioning more as a French client state than an independent republic. Although it introduced democratic reforms, it was crippled by severe internal divisions and a failure to gain domestic support"
Essay,Statement: the constitution of Thorbecke was not a democratic constitution. Name one argument in favour and one argument against this statement.,"In favour: it had census suffrage, only the wealthy elite had the right to vote
Against: it introduced direct elections to the lower house"
Essay,What was the so-called schoolstrijd about?,The equalization of public financing for religious schools
Essay,Which clergyman was leading the militant faction of the orthodox group of the Dutch Reformed Church in the late nineteenth century? And which political party did he establish?,Abraham Kuyper established the Anti-Revolutionary Party (ARP
Essay,"The constitution of 1848 created space for new religious, political and social groups in Dutch society. Which religious group profited the most from the new constitution, and what were the consequences of this in the Dutch political system in the 1850s and 1860s?","Roman Catholics profited most, with the restoration of the Episcopal Hierarchy and the April movement (where protestants were against it), the king had his say about it, which meant that the first Thorbecke government needed to step down
Catholics now empowered to create own institutions  start pillarization"
Essay,How did the Batavian republic react to the 1795 slave revolt in Curaçao?,"Maintaining the established, brutal colonial order despite their own revolutionary, anti-monarchist, and theoretically anti-slavery stance"
Essay,What is the essence of the book Max Havelaar?,Indictment of the exploitation and corruption within the cultivation system in Java during the 19th century
Essay,What was the so-called ‘Ethical policy’ and how was it implemented?,"Dutch colonial policy in the Dutch East Indies implemented in 1901, aimed at promoting the welfare of the indigenous population. Marked a shift from purely exploitative colonial approach.
Debt of honour after decades of draining resources through the cultivation system"
Essay,Describe what the Cultivation system entailed and what the consequences for the economic sector in the Netherlands were.,"System of forced labour and compulsory planting designed to maximize the economic exploitation of the colony, forcing Javanese peasants to dedicate 20% of their land and labour to growing cash crops for the European market
This created a huge economic surplus that helped pay of the debts of the old VOC regime, and helped produce better infrastructure, like railroads, within the Netherlands"
Essay,How did the German occupation of the Netherlands affect the Dutch economy?,"Systematic looting, forced industrial production for Germany, and the seizure of raw materials
Draining of the treasury with rising national debt, extreme scarcity and high inflation"
Essay,What was the Jewish Council for Amsterdam and how did the German occupiers use it?,"Established in February 1941 by German occupiers, a compulsory administrative body tasked with managing the Jewish community in the Netherlands
Leaders aimed to protect the Jews, but Nazis used the council to facilitate registration, implement anti-Jewish measures and facilitate deportations"
Essay,What was the goal of the so-called Police Actions?,"Regaining control over the Republic of Indonesia after they proclaimed independence, keep economic control and overthrow the government"
Essay,What does the term Breakthrough mean and how successful was this Breakthrough?,"A post WWII political movement aimed at shattering the traditional pre-war system of Verzuiling, where society and politics were rigidly divided by religion and class. It sought to create progressive, unified landscape by merging social democratic and progressive Christian movements
Limited success as a movement at first, as many groups stuck to their old political parties, but long term changes to the old political landscape by creating a massive single party on the left (PvdA)"
Essay,"What was the direct reason for the Dutch train hostage crises in 1975 and 1977, and what were the underlying causes?","Actions by young South Moluccan nationalists demanding recognition of the Republik Maluku Selata and the release of incarcerated comrades
Underlying cause was frustration over living in poor, temporary conditions for 25 years after being promised an independent state by the Dutch government"
Essay,Explain the name ‘Dolle Mina’ and describe their legacy?,"Name is a tribute to Wilhelmina Drucker, a pioneering Dutch socialist-Feminist and activist
Dolle Mina’s driving force between second wave of feminism in the Netherlands, fighting for women’s rights and the breakdown of traditional gender roles"
Essay,Which new movement developed in the context of the Cold War in the 1970s and what did they fight against?,"Modern peace movement, often referred to as Hollanditis, that fought against the deployment of nuclear weapons and the deployment of new US cruise missiles and neutron bombs on Dutch soil"
Essay,"The Netherlands can be characterized as a country that sought consensus politics for a long time. What does this term mean and to which period in Dutch history does it apply? Also, give an example that contradicts the existence of consensus politics.","Often termed the poldermodel it involves cooperation, focused on achieving compromise and a borad agreement among opposing interests rather than pursuing confrontational, win-lose outcomes.
Examples that contradicts this could be the Provo movement, against the decision making of the older generation, or the rise of populist Pim Fortuyn"
Essay,What was the Treaty of Maastricht in 1992 the first step towards?,"First step towards the establishment of the European union, laid the groundwork for euro currency"
Essay,Name two explanations for the decline of the CDA since the 1990s,"Secularization and social de-pillarization
Increased political and strategic failures"
Essay,Describe the political heritage of Pim Fortuyn after his death in 2002.,"Permanently transformed the Dutch political landscape, shifting it toward populist discourse, sharper immigration policies and political fragmentation"
Essay,Give two possible explanations for the rise of populism in the Netherlands in the 21st century.,"Cultural anxiety and identity concerns
Anti-establishment sentiment and declining trust in politics"
Essay,Name two consequences of the closure of the mines in the province of Limburg.,"Widespread unemployment and economic decline
Loss of regional identity and social cohesion"
Essay,In the 1950s a large natural gas field was discovered in the province of Groningen. Name one of the most striking consequences of natural gas extraction in the area?,Induced earthquakes
Essay,Name three historical characteristics of the Dutch economy,"Marchant capitalism and staple market system
Innovative maritime technology and infrastructure
Advanced financial institutions"
Essay,How did the Dutch economy change between 1800 and 2000? Use the three sectors of the economy in your explanation.,"A profound transformation from a post-Golden Age stagnating agrarian and trade-based economy into a modern, highly industrialized, and finally, a service-oriented knowledge economy"
